#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA20A5
#Date Time: 2021-05-27 09:53:46.249
#Sample rate: 80Hz
#Samples: 6596

Time (s),DIO 0
1555.75,0
1555.7625,0
1555.775,0
1555.7875,0
1555.8,0
1555.8125,0
1555.825,0
1555.8375,0
1555.85,0
1555.8625,0
1555.875,0
1555.8875,0
1555.9,0
1555.9125,0
1555.925,0
1555.9375,0
1555.95,0
1555.9625,0
1555.975,0
1555.9875,0
1556,0
1556.0125,0
1556.025,0
1556.0375,0
1556.05,0
1556.0625,0
1556.075,0
1556.0875,0
1556.1,0
1556.1125,0
1556.125,0
1556.1375,0
1556.15,0
1556.1625,0
1556.175,0
1556.1875,0
1556.2,0
1556.2125,0
1556.225,0
1556.2375,0
1556.25,0
1556.2625,0
1556.275,0
1556.2875,0
1556.3,0
1556.3125,0
1556.325,0
1556.3375,0
1556.35,0
1556.3625,0
1556.375,0
1556.3875,0
1556.4,0
1556.4125,0
1556.425,0
1556.4375,0
1556.45,0
1556.4625,0
1556.475,0
1556.4875,0
1556.5,0
1556.5125,0
1556.525,0
1556.5375,0
1556.55,0
1556.5625,0
1556.575,0
1556.5875,0
1556.6,0
1556.6125,0
1556.625,0
1556.6375,0
1556.65,0
1556.6625,0
1556.675,0
1556.6875,0
1556.7,0
1556.7125,0
1556.725,0
1556.7375,0
1556.75,0
1556.7625,0
1556.775,0
1556.7875,0
1556.8,0
1556.8125,0
1556.825,0
1556.8375,0
1556.85,0
1556.8625,0
1556.875,0
1556.8875,0
1556.9,0
1556.9125,0
1556.925,0
1556.9375,0
1556.95,0
1556.9625,0
1556.975,0
1556.9875,0
1557,0
1557.0125,0
1557.025,0
1557.0375,0
1557.05,0
1557.0625,0
1557.075,0
1557.0875,0
1557.1,0
1557.1125,0
1557.125,0
1557.1375,0
1557.15,0
1557.1625,0
1557.175,0
1557.1875,0
1557.2,0
1557.2125,0
1557.225,0
1557.2375,0
1557.25,0
1557.2625,0
1557.275,0
1557.2875,0
1557.3,0
1557.3125,0
1557.325,0
1557.3375,0
1557.35,0
1557.3625,0
1557.375,0
1557.3875,0
1557.4,0
1557.4125,0
1557.425,0
1557.4375,0
1557.45,0
1557.4625,0
1557.475,0
1557.4875,0
1557.5,0
1557.5125,0
1557.525,0
1557.5375,0
1557.55,0
1557.5625,0
1557.575,0
1557.5875,0
1557.6,0
1557.6125,0
