#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA20A5
#Date Time: 2021-06-01 11:09:05.736
#Sample rate: 800Hz
#Samples: 36933

Time (s),DIO 0
578.8325,0
578.83375,0
578.835,0
578.8362499999999,0
578.8375,0
578.83875,0
578.84,0
578.8412499999999,0
578.8425,0
578.84375,0
578.845,0
578.8462500000001,0
578.8475,0
578.84875,0
578.85,0
578.8512500000001,0
578.8525,0
578.85375,0
578.855,0
578.85625,0
578.8575,0
578.85875,0
578.86,0
578.86125,0
578.8625,0
578.86375,0
578.865,0
578.86625,0
578.8674999999999,0
578.86875,0
578.87,0
578.87125,0
578.8724999999999,0
578.87375,0
578.875,0
578.87625,0
578.8775000000001,0
578.87875,0
578.88,0
578.88125,0
578.8825000000001,0
578.88375,0
578.885,0
578.88625,0
578.8875,0
578.88875,0
578.89,0
578.89125,0
578.8925,0
578.89375,0
578.895,0
578.89625,0
578.8975,0
578.8987499999999,0
578.9,0
578.90125,0
578.9025,0
578.9037499999999,0
578.905,0
578.90625,0
578.9075,0
578.9087500000001,0
578.91,0
578.91125,0
578.9125,0
578.9137500000001,0
578.915,0
578.91625,0
578.9175,0
578.91875,0
578.92,0
578.92125,0
578.9225,0
578.92375,0
578.925,0
578.92625,0
578.9275,0
578.92875,0
578.9299999999999,0
578.93125,0
578.9325,0
578.93375,0
578.9349999999999,0
578.93625,0
578.9375,0
578.93875,0
578.9400000000001,0
578.94125,0
578.9425,0
578.94375,0
578.9450000000001,0
578.94625,0
578.9475,0
578.94875,0
578.95,0
578.95125,0
578.9525,0
578.95375,0
578.955,0
578.95625,0
578.9575,0
578.95875,0
578.96,0
578.9612499999999,0
578.9625,0
578.96375,0
578.965,0
578.9662499999999,0
578.9675,0
578.96875,0
578.97,0
578.9712500000001,0
578.9725,0
578.97375,0
578.975,0
578.9762500000001,0
578.9775,0
578.97875,0
578.98,0
578.98125,0
578.9825,0
578.98375,0
578.985,0
578.98625,0
578.9875,0
578.98875,0
578.99,0
578.99125,0
578.9924999999999,0
578.99375,0
578.995,0
578.99625,0
578.9974999999999,0
578.99875,0
579,0
579.00125,0
579.0025000000001,0
579.00375,0
579.005,0
579.00625,0
579.0075000000001,0
579.00875,0
579.01,0
579.01125,0
579.0125,0
579.01375,0
579.015,0
579.01625,0
579.0175,0
579.01875,0
579.02,0
579.02125,0
579.0225,0
579.0237499999999,0
579.025,0
579.02625,0
579.0275,0
579.0287499999999,0
579.03,0
579.03125,0
579.0325,0
579.0337500000001,0
579.035,0
579.03625,0
579.0375,0
579.0387500000001,0
579.04,0
579.04125,0
579.0425,0
579.04375,0
579.045,0
579.04625,0
579.0475,0
579.04875,0
579.05,0
579.05125,0
579.0525,0
579.05375,0
579.0549999999999,0
579.05625,0
579.0575,0
579.05875,0
579.0599999999999,0
579.06125,0
579.0625,0
579.06375,0
579.0650000000001,0
579.06625,0
579.0675,0
579.06875,0
579.0700000000001,0
579.07125,0
579.0725,0
579.07375,0
579.075,0
579.07625,0
579.0775,0
579.07875,0
579.08,0
579.08125,0
579.0825,0
579.08375,0
579.085,0
579.0862499999999,0
579.0875,0
579.08875,0
579.09,0
579.0912499999999,0
579.0925,0
579.09375,0
579.095,0
579.0962500000001,0
579.0975,0
579.09875,0
579.1,0
579.1012500000001,0
579.1025,0
579.10375,0
579.105,0
579.10625,0
579.1075,0
579.10875,0
579.11,0
579.11125,0
579.1125,0
579.11375,0
579.115,0
579.11625,0
579.1174999999999,0
579.11875,0
579.12,0
579.12125,0
579.1224999999999,0
579.12375,0
579.125,0
579.12625,0
579.1275000000001,0
579.12875,0
579.13,0
579.13125,0
579.1325000000001,0
579.13375,0
579.135,0
579.13625,0
579.1375,0
579.13875,0
579.14,0
579.14125,0
579.1425,0
579.14375,0
579.145,0
579.14625,0
579.1475,0
579.1487499999999,0
579.15,0
579.15125,0
579.1525,0
579.1537499999999,0
579.155,0
579.15625,0
579.1575,0
579.1587500000001,0
579.16,0
579.16125,0
579.1625,0
579.1637500000001,0
579.165,0
579.16625,0
579.1675,0
579.16875,0
579.17,0
579.17125,0
579.1725,0
579.17375,0
579.175,0
579.17625,0
579.1775,0
579.17875,0
579.1799999999999,0
579.18125,0
579.1825,0
579.18375,0
579.1849999999999,0
579.18625,0
579.1875,0
579.18875,0
579.1900000000001,0
579.19125,0
579.1925,0
579.19375,0
579.1950000000001,0
579.19625,0
579.1975,0
579.19875,0
579.2,0
579.20125,0
579.2025,0
579.20375,0
579.205,0
579.20625,0
579.2075,0
579.20875,0
579.21,0
579.2112499999999,0
579.2125,0
579.21375,0
579.215,0
579.2162499999999,0
579.2175,0
579.21875,0
579.22,0
579.2212500000001,0
579.2225,0
579.22375,0
579.225,0
579.2262500000001,0
579.2275,0
579.22875,0
579.23,0
579.23125,0
579.2325,0
579.23375,0
579.235,0
579.23625,0
579.2375,0
579.23875,0
579.24,0
579.24125,0
579.2424999999999,0
579.24375,0
579.245,0
579.24625,0
579.2474999999999,0
579.24875,0
579.25,0
579.25125,0
579.2525000000001,0
579.25375,0
579.255,0
579.25625,0
579.2575000000001,0
579.25875,0
579.26,0
579.26125,0
579.2625,0
579.26375,0
579.265,0
579.26625,0
579.2675,0
579.26875,0
579.27,0
579.27125,0
579.2725,0
579.2737499999999,0
579.275,0
579.27625,0
579.2775,0
579.2787499999999,0
579.28,0
579.28125,0
579.2825,0
579.2837500000001,0
579.285,0
579.28625,0
579.2875,0
579.2887500000001,0
579.29,0
579.29125,0
579.2925,0
579.29375,0
579.295,0
579.29625,0
579.2975,0
579.29875,0
579.3,0
579.30125,0
579.3025,0
579.30375,0
579.3049999999999,0
579.30625,0
579.3075,0
579.30875,0
579.3099999999999,0
579.31125,0
579.3125,0
579.31375,0
579.3150000000001,0
579.31625,0
579.3175,0
579.31875,0
579.3200000000001,0
579.32125,0
579.3225,0
579.32375,0
579.325,0
579.32625,0
579.3275,0
579.32875,0
579.33,0
579.33125,0
579.3325,0
579.33375,0
579.335,0
579.3362499999999,0
579.3375,0
579.33875,0
579.34,0
579.3412499999999,0
579.3425,0
579.34375,0
579.345,0
579.3462500000001,0
579.3475,0
579.34875,0
579.35,0
579.3512500000001,0
579.3525,0
579.35375,0
579.355,0
579.35625,0
579.3575,0
579.35875,0
579.36,0
579.36125,0
579.3625,0
579.36375,0
579.365,0
579.36625,0
579.3674999999999,0
579.36875,0
579.37,0
579.37125,0
579.3724999999999,0
579.37375,0
579.375,0
579.37625,0
579.3775000000001,0
579.37875,0
579.38,0
579.38125,0
579.3825000000001,0
579.38375,0
579.385,0
579.38625,0
579.3875,0
579.38875,0
579.39,0
579.39125,0
579.3925,0
579.39375,0
579.395,0
579.39625,0
579.3975,0
579.3987499999999,0
579.4,0
579.40125,0
579.4025,0
579.4037499999999,0
579.405,0
579.40625,0
579.4075,0
579.4087500000001,0
579.41,0
579.41125,0
579.4125,0
579.4137500000001,0
579.415,0
579.41625,0
579.4175,0
579.41875,0
579.42,0
579.42125,0
579.4225,0
579.42375,0
579.425,0
579.42625,0
579.4275,0
579.42875,0
579.4299999999999,0
579.43125,0
579.4325,0
579.43375,0
579.4349999999999,0
579.43625,0
579.4375,0
579.43875,0
579.4400000000001,0
579.44125,0
579.4425,0
579.44375,0
579.4450000000001,0
579.44625,0
579.4475,0
579.44875,0
579.45,0
579.45125,0
579.4525,0
579.45375,0
579.455,0
579.45625,0
579.4575,0
579.45875,0
579.46,0
579.4612499999999,0
579.4625,0
