Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,343
Base Time Seconds,1621615645
Base Time Fractional,.980337900
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
34,0.0003182852815371,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:28,.708242340
35,0.0003184389788657,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:28,.790914140
36,0.0003181791980751,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:28,.873571800
37,0.0003177657199558,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302336,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:28,.956237680
38,0.0003179430204909,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000319773,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.038911320
39,0.0003181671781931,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.121575500
40,0.0003188645932823,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279087,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.204236900
41,0.0003186990797985,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.286902700
42,0.0003183211374562,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.369563880
43,0.0003183091466781,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000232590,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.452238920
44,0.0003186872927472,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.534897140
45,0.0003188173577655,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000261651,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.617548080
46,0.0003188054542989,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000238402,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.700209500
47,0.0003189945127815,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000261651,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.782871100
48,0.0003184980887454,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000261651,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.865524840
49,0.0003184389788657,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:29,.948180400
50,0.0003187701804563,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000250026,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:30,.030842700
