#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA20A5
#Date Time: 2021-06-01 09:47:33.213
#Sample rate: 800Hz
#Samples: 60513

Time (s),DIO 0
88.1525,0
88.15375,0
88.155,0
88.15625,0
88.1575,0
88.15875,0
88.16,0
88.16125,0
88.16249999999999,0
88.16374999999999,0
88.16500000000001,0
88.16625000000001,0
88.1675,0
88.16875,0
88.17,0
88.17125,0
88.1725,0
88.17375,0
88.175,0
88.17625,0
88.17749999999999,0
88.17874999999999,0
88.18000000000001,0
88.18125000000001,0
88.1825,0
88.18375,0
88.185,0
88.18625,0
88.1875,0
88.18875,0
88.19,0
88.19125,0
88.1925,0
88.19374999999999,0
88.19499999999999,0
88.19625000000001,0
88.19750000000001,0
88.19875,0
88.2,0
88.20125,0
88.2025,0
88.20375,0
88.205,0
88.20625,0
88.2075,0
88.20874999999999,0
88.20999999999999,0
88.21125000000001,0
88.21250000000001,0
88.21375,0
88.215,0
88.21625,0
88.2175,0
88.21875,0
88.22,0
88.22125,0
88.2225,0
88.22375,0
88.22499999999999,0
88.22624999999999,0
88.22750000000001,0
88.22875000000001,0
88.23,0
88.23125,0
88.2325,0
88.23375,0
88.235,0
88.23625,0
88.2375,0
88.23875,0
88.23999999999999,0
88.24124999999999,0
88.24250000000001,0
88.24375000000001,0
88.245,0
88.24625,0
88.2475,0
88.24875,0
88.25,0
88.25125,0
88.2525,0
88.25375,0
88.255,0
88.25624999999999,0
88.25749999999999,0
88.25875000000001,0
88.26000000000001,0
88.26125,0
88.2625,0
88.26375,0
88.265,0
88.26625,0
88.2675,0
88.26875,0
88.27,0
88.27124999999999,0
88.27249999999999,0
88.27375000000001,0
88.27500000000001,0
88.27625,0
88.2775,0
88.27875,0
88.28,0
88.28125,0
88.2825,0
88.28375,0
88.285,0
88.28625,0
88.28749999999999,0
88.28874999999999,0
88.29000000000001,0
88.29125000000001,0
88.2925,0
88.29375,0
88.295,0
88.29625,0
88.2975,0
88.29875,0
88.3,0
88.30125,0
88.30249999999999,0
88.30374999999999,0
88.30500000000001,0
88.30625000000001,0
88.3075,0
88.30875,0
88.31,0
88.31125,0
88.3125,0
88.31375,0
88.315,0
88.31625,0
88.3175,0
88.31874999999999,0
88.31999999999999,0
88.32125000000001,0
88.32250000000001,0
88.32375,0
88.325,0
88.32625,0
88.3275,0
88.32875,0
88.33,0
88.33125,0
88.3325,0
88.33374999999999,0
88.33499999999999,0
88.33625000000001,0
88.33750000000001,0
88.33875,0
88.34,0
88.34125,0
88.3425,0
88.34375,0
88.345,0
88.34625,0
88.3475,0
88.34875,0
88.34999999999999,0
88.35124999999999,0
88.35250000000001,0
88.35375000000001,0
88.355,0
88.35625,0
88.3575,0
88.35875,0
88.36,0
88.36125,0
88.3625,0
88.36375,0
88.36499999999999,0
88.36624999999999,0
88.36750000000001,0
88.36875000000001,0
88.37,0
88.37125,0
88.3725,0
88.37375,0
88.375,0
88.37625,0
88.3775,0
88.37875,0
88.38,0
88.38124999999999,0
88.38249999999999,0
88.38375000000001,0
88.38500000000001,0
88.38625,0
88.3875,0
88.38875,0
88.39,0
88.39125,0
88.3925,0
88.39375,0
88.395,0
88.39624999999999,0
88.39749999999999,0
88.39875000000001,0
88.40000000000001,0
88.40125,0
88.4025,0
88.40375,0
88.405,0
88.40625,0
88.4075,0
88.40875,0
88.41,0
88.41125,0
88.41249999999999,0
88.41374999999999,0
88.41500000000001,0
88.41625000000001,0
88.4175,0
88.41875,0
88.42,0
88.42125,0
88.4225,0
88.42375,0
88.425,0
88.42625,0
88.42749999999999,0
88.42874999999999,0
