Index,Voltage,Current
1,2.113713708241E-05,-2.849E-08
2,2.085355117742E-05,-3.13961E-08
3,2.090080670314E-05,-3.02337E-08
4,2.170433617721E-05,-2.90712E-08
5,2.171615415136E-05,-2.849E-08
6,2.14325646084E-05,-2.849E-08
7,2.18225086428E-05,-2.67463E-08
8,2.113712798746E-05,-2.67463E-08
9,2.120803219441E-05,-2.73275E-08
10,2.156253867724E-05,-3.08149E-08
11,2.186977872043E-05,-2.849E-08
12,2.171615597035E-05,-3.08149E-08
13,2.147980194422E-05,-2.96524E-08
14,2.124348429788E-05,-2.90712E-08
15,2.153890636691E-05,-2.96524E-08
16,2.192885585828E-05,-2.79087E-08
17,2.137345290976E-05,-2.849E-08
18,2.123167723767E-05,-2.67463E-08
19,2.101898826368E-05,-2.73275E-08
20,2.13025832636E-05,-2.73275E-08
21,2.170432708226E-05,-2.55839E-08
22,2.146797487512E-05,-2.90712E-08
23,2.118440534105E-05,-2.79087E-08
24,2.1397099772E-05,-2.61651E-08
25,2.175159715989E-05,-2.79087E-08
26,2.146798215108E-05,-2.61651E-08
27,2.094806950481E-05,-2.61651E-08
28,2.132620284101E-05,-2.67463E-08
29,0.000316749385092,-3.19773E-08
30,0.000317363999784,-2.55838E-08
31,0.000318273669109,-2.90712E-08
32,0.00031755285454,-2.849E-08
33,0.000317966419971,-2.73275E-08
34,0.000318285281537,-2.67463E-08
35,0.000318438978866,-2.90712E-08
36,0.000318179198075,-3.08149E-08
37,0.000317765719956,-3.02336E-08
38,0.000317943020491,-3.19773E-08
39,0.000318167178193,-3.08149E-08
40,0.000318864593282,-2.79087E-08
41,0.000318699079799,-2.67463E-08
42,0.000318321137456,-2.67463E-08
43,0.000318309146678,-2.3259E-08
44,0.000318687292747,-2.73275E-08
45,0.000318817357766,-2.61651E-08
46,0.000318805454299,-2.38402E-08
47,0.000318994512782,-2.61651E-08
48,0.000318498088745,-2.61651E-08
49,0.000318438978866,-3.08149E-08
50,0.000318770180456,-2.50026E-08
51,0.000318805570714,-2.96524E-08
52,0.000318899925333,-3.08149E-08
53,0.000318923528539,-2.73275E-08
54,0.000318746140692,-2.96524E-08
55,0.000319230923196,-2.90712E-08
56,0.000318498088745,-2.96524E-08
57,0.000318769918522,-3.08149E-08
58,0.000318982463796,-2.96524E-08
59,0.000318604463246,-2.73275E-08
60,0.000319372367812,-2.96525E-08
61,0.000318958831485,-2.73276E-08
62,0.000318876322126,-3.08149E-08
63,0.000318994309055,-2.73275E-08
64,0.000318403443089,-2.79088E-08
65,0.000318663427606,-2.849E-08
66,0.00031936072628,-2.90712E-08
67,0.000319077051245,-3.08149E-08
68,0.000318781851092,-3.19773E-08
69,0.000477665511426,-3.08149E-08
70,0.000460236304207,-2.73275E-08
71,0.002238246612251,-6.10386E-08
72,0.002240667818114,-2.79088E-08
73,0.002243398455903,-2.96524E-08
74,0.00224199029617,-2.79088E-08
75,0.002242700429633,-3.13961E-08
76,0.002243195427582,-2.849E-08
77,0.002242830349132,-2.67463E-08
78,0.002243421506137,-2.79088E-08
79,0.002245607320219,-2.67463E-08
80,0.002243905561045,-2.96524E-08
81,0.002244544913992,-2.73275E-08
82,0.002244201721624,-2.50026E-08
83,0.002244389615953,-3.08149E-08
84,0.002244377974421,-2.67463E-08
85,0.002245713723823,-2.90712E-08
86,0.002244129078463,-3.02337E-08
87,0.002245418028906,-2.849E-08
88,0.002243799157441,-3.13961E-08
89,0.002243574243039,-3.02337E-08
90,0.002244898350909,-3.13961E-08
91,0.002245996380225,-3.02337E-08
92,0.002245252719149,-2.73275E-08
93,0.002245772629976,-2.73275E-08
94,0.002245417563245,-2.73276E-08
95,0.002245111623779,-2.79088E-08
96,0.002246043412015,-3.08149E-08
97,0.002245606388897,-3.08149E-08
98,0.002245714655146,-2.849E-08
99,0.002245607087389,-2.67463E-08
100,0.002245370764285,-2.67463E-08
101,0.002245369832963,-2.849E-08
102,0.002247049007565,-2.61651E-08
103,0.00224575935863,-3.02337E-08
104,0.002245489740744,-2.61651E-08
105,0.002246104180813,-2.849E-08
106,0.002246267860755,-3.02337E-08
107,0.002245512790978,-3.08149E-08
108,0.00224814680405,-3.19774E-08
109,0.002246753079817,-2.67463E-08
110,0.002246575662866,-2.67463E-08
111,0.002246268559247,-2.90712E-08
112,0.002246516523883,-2.73276E-08
113,0.002246409887448,-2.96525E-08
114,0.002247769152746,-2.79088E-08
115,0.002246705815196,-2.73275E-08
116,0.002246210351586,-2.90712E-08
117,0.002245821291581,-2.90712E-08
118,0.002246315591037,-2.90712E-08
119,0.00224684830755,-2.67463E-08
120,0.002247509779409,-3.02337E-08
121,0.002246765419841,-2.73275E-08
122,0.002247060416266,-2.849E-08
123,0.002247084164992,-2.73275E-08
124,0.00224615004845,-2.55839E-08
125,0.002247199881822,-2.50027E-08
126,0.002247947268188,-2.55839E-08
127,0.002247533295304,-2.79088E-08
128,0.002246871590614,-2.96524E-08
129,0.002246033167467,-2.73275E-08
130,0.002246327698231,-2.73275E-08
131,0.002247556112707,-2.90712E-08
132,0.002248076256365,-2.79088E-08
133,0.002247829688713,-2.61651E-08
134,0.002247203141451,-2.90712E-08
135,0.002248230855912,-2.73275E-08
136,0.002247083932161,-2.849E-08
137,0.002248877426609,-2.96525E-08
138,0.002247720491141,-2.61651E-08
139,0.002247793832794,-2.50026E-08
140,0.002247403142974,-2.67463E-08
141,0.002247696742415,-2.55839E-08
142,0.00224741268903,-3.02337E-08
143,0.0022488089744,-2.73276E-08
144,0.002247900236398,-2.44214E-08
145,0.002248290227726,-2.79088E-08
146,0.00224769837223,-2.73275E-08
147,0.002247804543003,-2.96524E-08
148,0.002248549368232,-3.02337E-08
149,0.002248951233923,-2.73275E-08
150,0.002247994532809,-2.55839E-08
151,0.002248158212751,-2.73276E-08
152,0.002247744938359,-2.73276E-08
153,0.002248583594337,-2.849E-08
154,0.002247236436233,-3.25586E-08
155,0.002249032491818,-2.79088E-08
156,0.002248915145174,-2.61651E-08
157,0.002248052041978,-3.02337E-08
158,0.002247318858281,-3.02337E-08
159,0.002247910248116,-2.849E-08
160,0.002247862983495,-3.02337E-08
161,0.002250168006867,-2.73275E-08
162,0.00224885577336,-2.61651E-08
163,0.002248278120533,-2.73275E-08
164,0.002247840166092,-2.96524E-08
165,0.002249117009342,-2.79088E-08
166,0.002249150769785,-3.13961E-08
167,0.002249232959002,-2.90712E-08
168,0.002247969154269,-2.849E-08
169,0.002248193603009,-2.90712E-08
170,0.00224838219583,-3.13961E-08
171,0.002247402211651,-3.19774E-08
172,0.002249706303701,-2.96525E-08
173,0.002248972887173,-3.25586E-08
174,0.0022485232912,-3.19774E-08
175,0.002248265780509,-2.90712E-08
176,0.002248442964628,-3.02337E-08
177,0.002248181495816,-2.96525E-08
178,0.002249835990369,-2.96525E-08
179,0.002249150304124,-3.13961E-08
180,0.002249409910291,-3.43023E-08
181,0.002249693963677,-3.13961E-08
182,0.002249210840091,-3.3721E-08
183,0.002248157979921,-3.13961E-08
184,0.002250191522762,-2.73276E-08
185,0.002249032957479,-3.13961E-08
186,0.002249494194984,-2.73276E-08
187,0.002249139593914,-2.79088E-08
188,0.002248619450256,-2.73276E-08
189,0.002248312113807,-2.73276E-08
190,0.002250215271488,-2.90712E-08
191,0.002250048797578,-2.849E-08
192,0.00224948185496,-3.31398E-08
193,0.002248583361506,-3.48835E-08
194,0.002248655073345,-3.13961E-08
195,0.002248961944133,-3.02337E-08
196,0.002249824348837,-3.25586E-08
197,0.002249209675938,-3.25586E-08
198,0.00224921060726,-3.13961E-08
199,0.002247957978398,-2.73276E-08
200,0.002249010140076,-2.67463E-08
201,0.00224863155745,-3.31398E-08
202,0.002249683020636,-2.96525E-08
203,0.002248997567222,-2.96525E-08
204,0.002249540528283,-2.67463E-08
205,0.002249090466648,-2.849E-08
206,0.002248629927635,-3.02337E-08
207,0.002249659737572,-2.90712E-08
208,0.002251157304272,-3.02337E-08
209,0.002249765442684,-2.96525E-08
210,0.00224996660836,-2.90712E-08
211,0.002249186392874,-3.13961E-08
212,0.002249136799946,-2.79088E-08
213,0.002249634591863,-3.02337E-08
214,0.002249954268336,-2.90712E-08
215,0.002249777084216,-3.19774E-08
216,0.002249126788229,-2.96525E-08
217,0.002249339362606,-2.67463E-08
218,0.002249055309221,-2.849E-08
219,0.002250709338114,-2.96525E-08
220,0.002249364275485,-2.96524E-08
221,0.002250095596537,-3.19774E-08
222,0.002249505603686,-3.02337E-08
223,0.002249412005767,-3.25586E-08
224,0.002250413643196,-2.73276E-08
225,0.002252019941807,-3.19774E-08
226,0.002250060904771,-3.25586E-08
227,0.002249778015539,-3.19773E-08
228,0.002249267650768,-2.96525E-08
229,0.002249303273857,-2.90712E-08
230,0.002249196870252,-3.13961E-08
231,0.002251112135127,-3.08149E-08
232,0.002249668585137,-2.90713E-08
233,0.002250178949907,-2.90712E-08
234,0.002250333083794,-3.31398E-08
235,0.002250025281683,-3.19774E-08
236,0.002249505603686,-3.25586E-08
237,0.002251656260341,-3.13961E-08
238,0.002250651363283,-3.08149E-08
239,0.002249892801046,-3.19774E-08
240,0.002249882789329,-3.19774E-08
241,0.002249256009236,-3.02337E-08
242,0.002249859506264,-3.48835E-08
243,0.00225072237663,-3.19774E-08
244,0.002250556601211,-2.90712E-08
245,0.002250143093988,-2.73276E-08
246,0.002249209908769,-3.02337E-08
247,0.0022498939652,-2.849E-08
248,0.002250330289826,-3.08149E-08
249,0.002251218305901,-3.08149E-08
250,0.002250674413517,-3.19774E-08
251,0.002249989658594,-2.90712E-08
252,0.002249635290354,-3.02337E-08
253,0.00225089956075,-3.02337E-08
254,0.002250816207379,-3.08149E-08
255,0.00225081644021,-2.79088E-08
256,0.002250710269436,-3.02337E-08
257,0.002251998521388,-3.31398E-08
258,0.002250378020108,-3.13961E-08
259,0.002249929122627,-3.08149E-08
