Index,Voltage,Current
1,2.127910374838E-05,-2.50024E-08
2,2.188175312767E-05,-2.44212E-08
3,2.151543958462E-05,-2.50024E-08
4,2.165722617065E-05,-2.67461E-08
5,2.140909236914E-05,-2.55837E-08
6,2.133818998118E-05,-2.55837E-08
7,2.142090488633E-05,-2.55837E-08
8,2.163361023122E-05,-2.32587E-08
9,2.171632331738E-05,-2.32587E-08
10,2.139726893802E-05,-2.50024E-08
11,2.189354381699E-05,-2.55837E-08
12,2.143271558452E-05,-2.73273E-08
13,2.164541911043E-05,-2.73273E-08
14,2.152726119675E-05,-2.73273E-08
15,2.132636836905E-05,-2.73273E-08
16,2.177540955017E-05,-2.61649E-08
17,2.117275289493E-05,-2.55837E-08
18,2.171631786041E-05,-2.67461E-08
19,2.110185050697E-05,-2.73274E-08
20,2.171629967052E-05,-2.384E-08
21,2.140907599824E-05,-2.9071E-08
22,2.122001933458E-05,-2.73273E-08
23,0.000275771599263,-2.84898E-08
24,0.000316266552545,-2.84898E-08
25,0.000316562247463,-2.67461E-08
26,0.00031681029941,-3.1396E-08
27,0.000316786812618,-2.73273E-08
28,0.000317318335874,-3.1396E-08
29,0.000317058671499,-2.67461E-08
30,0.000316585879773,-2.61649E-08
31,0.000317129510222,-2.84898E-08
32,0.000317353988066,-2.84898E-08
33,0.000316833960824,-2.55837E-08
34,0.00031716490048,-2.55837E-08
35,0.000317046738928,-2.67461E-08
36,0.000317188707413,-2.61649E-08
37,0.000317412923323,-3.08147E-08
38,0.000317472033203,-2.79086E-08
39,0.00031748379115,-3.02335E-08
40,0.000317495840136,-2.55837E-08
41,0.000317826255923,-2.73274E-08
42,0.000317909289151,-2.61649E-08
43,0.000317460275255,-2.9071E-08
44,0.000317897298373,-2.384E-08
45,0.00031697578379,-2.55837E-08
46,0.000317472149618,-2.20963E-08
47,0.000318180973409,-2.84898E-08
48,0.000317247409839,-3.08147E-08
49,0.000317767582601,-3.08147E-08
50,0.000317542930134,-3.25584E-08
51,0.000317684636684,-3.25584E-08
52,0.000316964025842,-3.37209E-08
53,0.000317554775393,-3.08147E-08
54,0.000317720259773,-2.73274E-08
55,0.000317613856169,-2.96523E-08
56,0.000317684665788,-3.02335E-08
57,0.000318405567668,-3.31396E-08
58,0.000321631378029,-2.90711E-08
59,0.000451613304904,-2.79086E-08
60,0.001677659922279,-2.67461E-08
61,0.002817375818267,-3.02335E-08
62,0.002818048931658,-2.79086E-08
63,0.00281902984716,-2.79086E-08
64,0.00281965569593,-3.25584E-08
65,0.002819266868755,-3.25584E-08
66,0.002819147659466,-3.31396E-08
67,0.002819632412866,-2.9071E-08
68,0.002820118330419,-3.08147E-08
69,0.002820163965225,-3.02335E-08
70,0.002819987246767,-3.08147E-08
71,0.002820129040629,-3.1396E-08
72,0.002820612629876,-2.96523E-08
73,0.002820518566296,-3.02335E-08
74,0.002820885740221,-2.96523E-08
75,0.002820354187861,-2.9071E-08
76,0.002819903893396,-3.02335E-08
77,0.002820778870955,-2.79086E-08
78,0.002820352092385,-3.1396E-08
79,0.002820860827342,-2.61649E-08
80,0.002820825437084,-2.84898E-08
81,0.002820825902745,-2.73274E-08
82,0.002821946283802,-2.67462E-08
83,0.002821391681209,-2.79086E-08
84,0.002820965368301,-3.02335E-08
85,0.002820788649842,-2.73274E-08
86,0.002821555128321,-2.90711E-08
87,0.002821569563821,-3.02335E-08
88,0.002821851754561,-2.96523E-08
89,0.002820859430358,-3.02335E-08
90,0.002819832647219,-2.84898E-08
91,0.002821263158694,-2.9071E-08
92,0.002822087844834,-2.67462E-08
93,0.002821651520208,-2.84898E-08
94,0.002822336507961,-2.73274E-08
95,0.00282166316174,-2.61649E-08
96,0.002821781672537,-2.73274E-08
97,0.002821652218699,-2.50025E-08
98,0.002821770263836,-2.55837E-08
99,0.00282147526741,-2.44212E-08
100,0.00282154371962,-2.55837E-08
101,0.002821735106409,-2.384E-08
102,0.002822242910042,-2.50025E-08
103,0.00282321148552,-2.384E-08
104,0.002822204725817,-2.84899E-08
105,0.002822430804372,-2.61649E-08
106,0.002821958158165,-2.61649E-08
107,0.002821969799697,-2.79086E-08
108,0.002822525566444,-2.67462E-08
109,0.002823188668117,-2.61649E-08
110,0.002822656417266,-2.67461E-08
111,0.002823271322995,-2.96523E-08
112,0.002822702750564,-3.02335E-08
113,0.002821427071467,-2.55837E-08
114,0.002821828005835,-2.50025E-08
115,0.002822218695655,-2.44212E-08
116,0.002821993781254,-2.79086E-08
117,0.002822608454153,-2.50025E-08
118,0.002822335809469,-2.67462E-08
119,0.002822301350534,-2.55837E-08
120,0.002822444075719,-2.55837E-08
121,0.00282343570143,-2.50025E-08
